ticket_id,ticket_text,intent,organization,contract,priority,channel,asset,user_role,previous_resolver,assignment_history,assignment_count,correct_resolver
TCK-1335,User inquiry: Overheating CPU causing laptop system thermal shutdown,Hardware Fault,ABC Corp,Standard Enterprise,Medium,Portal,Desktop,IT Admin,None,None,1,Hardware Team
TCK-1336,Potential data exfiltration alert triggered on firewall,Security Incident,XYZ Ltd,Basic Support,Medium,Email,Database Server,Employee,Database Team,Database Team,2,Security Team
TCK-1337,Help needed: Corrupted table index causing database deadlock,Database Outage,ABC Corp,Standard Enterprise,Medium,Portal,Database Server,External Partner,None,None,1,Database Team
TCK-1338,Issue reported: Corrupted table index causing database deadlock,Database Outage,ABC Corp,Standard Enterprise,Medium,Chat,Database Server,IT Admin,Application Team,Application Team -> Application Team -> Network Team,4,Database Team
TCK-1339,Issue reported: Unauthorized privilege escalation attempt in active directory,Security Incident,Acme Technologies,Mission Critical,Critical,Phone,Desktop,Manager,None,None,1,Security Team
TCK-1340,User inquiry: Database connection pool exhausted on production server,Database Outage,XYZ Ltd,Basic Support,Critical,Chat,Database Server,IT Admin,Hardware Team,Security Team -> Hardware Team,3,Application Team
TCK-1341,Issue reported: PostgreSQL database service stopped unexpectedly,Database Outage,ABC Corp,Standard Enterprise,Critical,Chat,Database Server,Security Admin,None,None,1,Database Team
TCK-1342,Help needed: Desktop app crashing with unhandled null pointer exception,Application Crash,Global Finance Inc,Premium SLA,Low,Phone,Application Server,IT Admin,None,None,1,Application Team
TCK-1343,URGENT: Remote access gateway timeout during sign in,VPN Issue,Global Finance Inc,Premium SLA,Medium,Email,Network Device,External Partner,Security Team,Database Team -> Cloud Team -> Network Team,4,Application Team
TCK-1344,System Alert - PostgreSQL database service stopped unexpectedly,Database Outage,Acme Technologies,Mission Critical,High,Phone,Database Server,Manager,None,None,1,Database Team
TCK-1345,User inquiry: Kubernetes pod crash loop backoff on cloud node,Cloud Outage,ABC Corp,Standard Enterprise,High,Chat,Cloud VM,IT Admin,None,None,1,Cloud Team
TCK-1346,URGENT: Corrupted table index causing database deadlock,Database Outage,ABC Corp,Standard Enterprise,High,Portal,Database Server,Employee,None,None,1,Database Team
TCK-1347,User inquiry: Remote access gateway timeout during sign in,VPN Issue,XYZ Ltd,Basic Support,Medium,Phone,Network Device,Manager,Cloud Team,Database Team,2,Network Team
TCK-1348,Help needed: Slow throughput over Cisco AnyConnect VPN connection,VPN Issue,ABC Corp,Standard Enterprise,Low,Phone,Network Device,IT Admin,None,None,1,Network Team
TCK-1349,SQL query execution timing out for reporting service,Database Outage,Global Finance Inc,Premium SLA,High,Phone,Database Server,Security Admin,Security Team,Application Team -> Hardware Team -> Hardware Team,4,Database Team
TCK-1350,SQL query execution timing out for reporting service,Database Outage,ABC Corp,Standard Enterprise,Medium,Email,Database Server,External Partner,None,None,1,Database Team
TCK-1351,Web portal throwing HTTP 500 internal server error,Application Crash,ABC Corp,Standard Enterprise,High,Portal,Application Server,Security Admin,Security Team,Network Team -> Database Team,3,Application Team
TCK-1352,Help needed: Suspicious multiple failed login attempts from unknown IP address,Security Incident,XYZ Ltd,Basic Support,Medium,Phone,Application Server,Manager,None,None,1,Security Team
TCK-1353,URGENT: Cannot connect to corporate VPN from home network,VPN Issue,Global Finance Inc,Premium SLA,Medium,Chat,Network Device,Security Admin,None,None,1,Network Team
TCK-1354,User inquiry: Employee account compromised sending phishing emails,Security Incident,Global Finance Inc,Premium SLA,Critical,Email,Network Device,Employee,Network Team,Hardware Team,2,Security Team
TCK-1355,Help needed: Remote access gateway timeout during sign in,VPN Issue,ABC Corp,Standard Enterprise,Medium,Chat,Network Device,Employee,Cloud Team,Security Team,2,Network Team
TCK-1356,User inquiry: Keyboard and trackpad unresponsive on developer laptop,Hardware Fault,Global Finance Inc,Premium SLA,Medium,Chat,Desktop,Employee,Database Team,Security Team,2,Application Team
TCK-1357,Corrupted table index causing database deadlock,Database Outage,Acme Technologies,Mission Critical,High,Portal,Database Server,IT Admin,Cloud Team,Application Team -> Security Team -> Network Team,4,Database Team
TCK-1358,System Alert - Laptop screen flickering and going completely blank,Hardware Fault,ABC Corp,Standard Enterprise,Medium,Portal,Desktop,IT Admin,Database Team,Network Team,2,Hardware Team
TCK-1359,Help needed: Suspicious multiple failed login attempts from unknown IP address,Security Incident,Global Finance Inc,Premium SLA,Critical,Portal,Database Server,Security Admin,None,None,1,Security Team
TCK-1360,Help needed: Ransomware threat notification detected on workstation,Security Incident,Global Finance Inc,Premium SLA,Critical,Portal,Desktop,IT Admin,None,None,1,Security Team
TCK-1361,Issue reported: Employee account compromised sending phishing emails,Security Incident,Acme Technologies,Mission Critical,High,Portal,Laptop,External Partner,Cloud Team,Application Team -> Cloud Team,3,Security Team
TCK-1362,URGENT: PostgreSQL database service stopped unexpectedly,Database Outage,Global Finance Inc,Premium SLA,Critical,Email,Database Server,External Partner,None,None,1,Application Team
TCK-1363,VPN client giving authentication error 800,VPN Issue,ABC Corp,Standard Enterprise,Low,Chat,VPN,External Partner,Database Team,Database Team,2,Network Team
TCK-1364,System Alert - Database connection pool exhausted on production server,Database Outage,ABC Corp,Standard Enterprise,High,Phone,Database Server,Security Admin,None,None,1,Database Team
TCK-1365,URGENT: AWS EC2 instance instance status check failed,Cloud Outage,Global Finance Inc,Premium SLA,Critical,Phone,Cloud VM,External Partner,None,None,1,Application Team
TCK-1366,User inquiry: Slow throughput over Cisco AnyConnect VPN connection,VPN Issue,Global Finance Inc,Premium SLA,Medium,Email,Network Device,Employee,None,None,1,Network Team
TCK-1367,URGENT: ERP software crashing upon submitting monthly invoice report,Application Crash,ABC Corp,Standard Enterprise,High,Chat,Desktop,IT Admin,None,None,1,Application Team
TCK-1368,User inquiry: Cloud storage bucket access permission denied,Cloud Outage,Global Finance Inc,Premium SLA,Critical,Chat,Cloud VM,Employee,Hardware Team,Network Team -> Hardware Team -> Database Team,4,Cloud Team
TCK-1369,URGENT: Azure Cloud VM unreachable via SSH connection,Cloud Outage,Global Finance Inc,Premium SLA,Medium,Phone,Cloud VM,IT Admin,None,None,1,Cloud Team
TCK-1370,Help needed: Solid state drive reporting SMART disk failure error,Hardware Fault,Global Finance Inc,Premium SLA,Medium,Phone,Laptop,Employee,None,None,1,Application Team
TCK-1371,Help needed: Employee account compromised sending phishing emails,Security Incident,Global Finance Inc,Premium SLA,Medium,Email,Application Server,External Partner,None,None,1,Security Team
TCK-1372,User inquiry: Unauthorized privilege escalation attempt in active directory,Security Incident,Acme Technologies,Mission Critical,High,Portal,Cloud VM,Employee,None,None,1,Security Team
TCK-1373,Issue reported: CRM module memory leak causing severe slow response,Application Crash,ABC Corp,Standard Enterprise,Medium,Portal,Application Server,Manager,Network Team,Database Team -> Security Team,3,Application Team
TCK-1374,System Alert - Solid state drive reporting SMART disk failure error,Hardware Fault,Global Finance Inc,Premium SLA,Medium,Phone,Laptop,Employee,None,None,1,Application Team
TCK-1375,System Alert - Ransomware threat notification detected on workstation,Security Incident,Acme Technologies,Mission Critical,Critical,Portal,Desktop,IT Admin,None,None,1,Security Team
TCK-1376,Issue reported: Suspicious multiple failed login attempts from unknown IP address,Security Incident,XYZ Ltd,Basic Support,High,Email,Application Server,Manager,None,None,1,Security Team
TCK-1377,URGENT: Potential data exfiltration alert triggered on firewall,Security Incident,ABC Corp,Standard Enterprise,High,Portal,Desktop,Security Admin,Hardware Team,Hardware Team -> Application Team -> Application Team,4,Security Team
TCK-1378,Help needed: Overheating CPU causing laptop system thermal shutdown,Hardware Fault,XYZ Ltd,Basic Support,Critical,Portal,Desktop,Security Admin,Database Team,Cloud Team -> Cloud Team -> Cloud Team,4,Hardware Team
TCK-1379,Solid state drive reporting SMART disk failure error,Hardware Fault,ABC Corp,Standard Enterprise,High,Phone,Laptop,Security Admin,None,None,1,Hardware Team
TCK-1380,Solid state drive reporting SMART disk failure error,Hardware Fault,Acme Technologies,Mission Critical,Medium,Portal,Laptop,Manager,None,None,1,Hardware Team
TCK-1381,CRM module memory leak causing severe slow response,Application Crash,Acme Technologies,Mission Critical,Low,Chat,Desktop,Manager,None,None,1,Application Team
TCK-1382,System Alert - Overheating CPU causing laptop system thermal shutdown,Hardware Fault,Global Finance Inc,Premium SLA,High,Email,Laptop,Employee,None,None,1,Application Team
TCK-1383,Cloud storage bucket access permission denied,Cloud Outage,Acme Technologies,Mission Critical,High,Email,Cloud VM,External Partner,None,None,1,Cloud Team
TCK-1384,Ransomware threat notification detected on workstation,Security Incident,Acme Technologies,Mission Critical,High,Phone,Network Device,External Partner,None,None,1,Security Team
TCK-1385,Issue reported: Database cluster replication delay critical alert,Database Outage,Acme Technologies,Mission Critical,Critical,Phone,Database Server,Security Admin,None,None,1,Database Team
TCK-1386,System Alert - Suspicious multiple failed login attempts from unknown IP address,Security Incident,ABC Corp,Standard Enterprise,Medium,Chat,Cloud VM,External Partner,None,None,1,Security Team
TCK-1387,ERP software crashing upon submitting monthly invoice report,Application Crash,Global Finance Inc,Premium SLA,Critical,Portal,Laptop,External Partner,None,None,1,Application Team
TCK-1388,Issue reported: SQL query execution timing out for reporting service,Database Outage,Acme Technologies,Mission Critical,High,Phone,Database Server,Security Admin,None,None,1,Database Team
TCK-1389,System Alert - Database connection pool exhausted on production server,Database Outage,Acme Technologies,Mission Critical,Medium,Portal,Database Server,Manager,None,None,1,Database Team
TCK-1390,User inquiry: SQL query execution timing out for reporting service,Database Outage,XYZ Ltd,Basic Support,High,Chat,Database Server,Security Admin,None,None,1,Application Team
TCK-1391,System Alert - Unauthorized privilege escalation attempt in active directory,Security Incident,Global Finance Inc,Premium SLA,High,Phone,Laptop,Employee,None,None,1,Security Team
TCK-1392,Issue reported: Keyboard and trackpad unresponsive on developer laptop,Hardware Fault,ABC Corp,Standard Enterprise,Medium,Phone,Laptop,Employee,None,None,1,Hardware Team
TCK-1393,User inquiry: VPN client giving authentication error 800,VPN Issue,Acme Technologies,Mission Critical,Low,Phone,VPN,Manager,None,None,1,Network Team
TCK-1394,User inquiry: Potential data exfiltration alert triggered on firewall,Security Incident,Acme Technologies,Mission Critical,High,Phone,Application Server,Security Admin,None,None,1,Security Team
TCK-1395,Issue reported: Employee account compromised sending phishing emails,Security Incident,XYZ Ltd,Basic Support,High,Email,Laptop,Security Admin,None,None,1,Security Team
TCK-1396,SQL query execution timing out for reporting service,Database Outage,ABC Corp,Standard Enterprise,Medium,Phone,Database Server,External Partner,None,None,1,Database Team
TCK-1397,VPN client giving authentication error 800,VPN Issue,Acme Technologies,Mission Critical,Low,Portal,VPN,External Partner,None,None,1,Network Team
TCK-1398,Cannot connect to corporate VPN from home network,VPN Issue,ABC Corp,Standard Enterprise,Critical,Portal,Network Device,Security Admin,None,None,1,Network Team
TCK-1399,Issue reported: Ransomware threat notification detected on workstation,Security Incident,ABC Corp,Standard Enterprise,Medium,Phone,Database Server,IT Admin,None,None,1,Security Team
TCK-1400,System Alert - Azure Cloud VM unreachable via SSH connection,Cloud Outage,ABC Corp,Standard Enterprise,Critical,Portal,Cloud VM,External Partner,None,None,1,Cloud Team
TCK-1401,User inquiry: Ransomware threat notification detected on workstation,Security Incident,XYZ Ltd,Basic Support,High,Phone,Network Device,IT Admin,None,None,1,Security Team
TCK-1402,URGENT: Desktop PC failing to POST hardware boot diagnostic,Hardware Fault,Global Finance Inc,Premium SLA,High,Email,Desktop,Manager,Network Team,Network Team -> Cloud Team -> Hardware Team,4,Application Team
TCK-1403,User inquiry: Database connection pool exhausted on production server,Database Outage,ABC Corp,Standard Enterprise,High,Chat,Database Server,Employee,None,None,1,Database Team
TCK-1404,System Alert - Solid state drive reporting SMART disk failure error,Hardware Fault,ABC Corp,Standard Enterprise,Low,Phone,Laptop,Employee,None,None,1,Hardware Team
TCK-1405,System Alert - Kubernetes pod crash loop backoff on cloud node,Cloud Outage,ABC Corp,Standard Enterprise,Medium,Email,Cloud VM,Employee,None,None,1,Cloud Team
TCK-1406,Help needed: Database cluster replication delay critical alert,Database Outage,Global Finance Inc,Premium SLA,Medium,Phone,Database Server,External Partner,None,None,1,Application Team
TCK-1407,System Alert - Database connection pool exhausted on production server,Database Outage,Global Finance Inc,Premium SLA,Critical,Chat,Database Server,Security Admin,None,None,1,Database Team
TCK-1408,URGENT: Azure Cloud VM unreachable via SSH connection,Cloud Outage,XYZ Ltd,Basic Support,Medium,Chat,Cloud VM,Employee,None,None,1,Application Team
TCK-1409,Potential data exfiltration alert triggered on firewall,Security Incident,Global Finance Inc,Premium SLA,Critical,Phone,Cloud VM,Manager,None,None,1,Security Team
TCK-1410,System Alert - Azure Cloud VM unreachable via SSH connection,Cloud Outage,Global Finance Inc,Premium SLA,Critical,Portal,Cloud VM,Employee,Database Team,Network Team -> Application Team -> Application Team,4,Cloud Team
TCK-1411,Issue reported: Auto-scaling group failing to launch new cloud instances,Cloud Outage,Acme Technologies,Mission Critical,Critical,Email,Cloud VM,External Partner,None,None,1,Cloud Team
TCK-1412,Issue reported: Cloud storage bucket access permission denied,Cloud Outage,ABC Corp,Standard Enterprise,Critical,Chat,Cloud VM,Employee,None,None,1,Cloud Team
TCK-1413,Help needed: VPN client giving authentication error 800,VPN Issue,XYZ Ltd,Basic Support,Low,Email,Network Device,IT Admin,None,None,1,Network Team
TCK-1414,Issue reported: Unauthorized privilege escalation attempt in active directory,Security Incident,ABC Corp,Standard Enterprise,Critical,Portal,Database Server,Security Admin,None,None,1,Security Team
TCK-1415,URGENT: Employee account compromised sending phishing emails,Security Incident,Global Finance Inc,Premium SLA,Critical,Chat,Laptop,Employee,Network Team,Network Team -> Cloud Team -> Cloud Team,4,Security Team
TCK-1416,User inquiry: Kubernetes pod crash loop backoff on cloud node,Cloud Outage,XYZ Ltd,Basic Support,Critical,Portal,Cloud VM,Security Admin,None,None,1,Application Team
TCK-1417,User inquiry: Employee account compromised sending phishing emails,Security Incident,Global Finance Inc,Premium SLA,Critical,Portal,Application Server,IT Admin,Database Team,Network Team -> Hardware Team -> Hardware Team,4,Security Team
TCK-1418,User inquiry: Kubernetes pod crash loop backoff on cloud node,Cloud Outage,Acme Technologies,Mission Critical,High,Chat,Cloud VM,Employee,Hardware Team,Network Team -> Database Team -> Application Team,4,Cloud Team
TCK-1419,URGENT: SQL query execution timing out for reporting service,Database Outage,Global Finance Inc,Premium SLA,High,Phone,Database Server,Manager,Network Team,Cloud Team -> Network Team,3,Database Team
TCK-1420,Unauthorized privilege escalation attempt in active directory,Security Incident,XYZ Ltd,Basic Support,Medium,Chat,Laptop,Security Admin,None,None,1,Security Team
TCK-1421,Issue reported: Potential data exfiltration alert triggered on firewall,Security Incident,XYZ Ltd,Basic Support,Critical,Phone,Laptop,Manager,None,None,1,Security Team
TCK-1422,User inquiry: Unauthorized privilege escalation attempt in active directory,Security Incident,XYZ Ltd,Basic Support,Critical,Phone,Database Server,IT Admin,None,None,1,Security Team
TCK-1423,System Alert - SQL query execution timing out for reporting service,Database Outage,Acme Technologies,Mission Critical,High,Email,Database Server,External Partner,Hardware Team,Hardware Team -> Security Team -> Security Team,4,Database Team
TCK-1424,Desktop app crashing with unhandled null pointer exception,Application Crash,Acme Technologies,Mission Critical,Critical,Chat,Laptop,Employee,None,None,1,Application Team
TCK-1425,System Alert - Mobile app freezing on checkout payment screen,Application Crash,ABC Corp,Standard Enterprise,Low,Chat,Application Server,External Partner,Network Team,Security Team -> Database Team -> Security Team,4,Application Team
TCK-1426,Issue reported: Solid state drive reporting SMART disk failure error,Hardware Fault,ABC Corp,Standard Enterprise,Low,Phone,Laptop,IT Admin,None,None,1,Hardware Team
TCK-1427,Slow throughput over Cisco AnyConnect VPN connection,VPN Issue,XYZ Ltd,Basic Support,Medium,Phone,Network Device,External Partner,None,None,1,Application Team
TCK-1428,System Alert - VPN client giving authentication error 800,VPN Issue,Global Finance Inc,Premium SLA,Low,Phone,VPN,IT Admin,Database Team,Hardware Team -> Cloud Team,3,Network Team
TCK-1429,Issue reported: Desktop app crashing with unhandled null pointer exception,Application Crash,XYZ Ltd,Basic Support,Medium,Portal,Laptop,IT Admin,Cloud Team,Network Team,2,Application Team
TCK-1430,System Alert - Suspicious multiple failed login attempts from unknown IP address,Security Incident,Acme Technologies,Mission Critical,High,Email,VPN,External Partner,None,None,1,Security Team
TCK-1431,Help needed: Laptop screen flickering and going completely blank,Hardware Fault,Global Finance Inc,Premium SLA,Medium,Phone,Laptop,Manager,None,None,1,Application Team
TCK-1432,Auto-scaling group failing to launch new cloud instances,Cloud Outage,Acme Technologies,Mission Critical,Medium,Phone,Cloud VM,Security Admin,None,None,1,Cloud Team
TCK-1433,URGENT: PostgreSQL database service stopped unexpectedly,Database Outage,XYZ Ltd,Basic Support,Medium,Phone,Database Server,Security Admin,Database Team,Database Team,2,Application Team
TCK-1434,Issue reported: Solid state drive reporting SMART disk failure error,Hardware Fault,Global Finance Inc,Premium SLA,Low,Phone,Laptop,External Partner,None,None,1,Application Team
TCK-1435,User inquiry: Auto-scaling group failing to launch new cloud instances,Cloud Outage,XYZ Ltd,Basic Support,Critical,Portal,Cloud VM,Employee,None,None,1,Application Team
TCK-1436,URGENT: Mobile app freezing on checkout payment screen,Application Crash,Acme Technologies,Mission Critical,Critical,Chat,Desktop,External Partner,Security Team,Database Team -> Cloud Team -> Network Team,4,Application Team
TCK-1437,User inquiry: VPN tunnel dropping connection every few minutes,VPN Issue,ABC Corp,Standard Enterprise,Medium,Chat,VPN,Employee,None,None,1,Network Team
TCK-1438,PostgreSQL database service stopped unexpectedly,Database Outage,Global Finance Inc,Premium SLA,Medium,Chat,Database Server,Employee,None,None,1,Database Team
TCK-1439,URGENT: Cannot connect to corporate VPN from home network,VPN Issue,ABC Corp,Standard Enterprise,Low,Email,Network Device,Manager,None,None,1,Network Team
TCK-1440,System Alert - Unauthorized privilege escalation attempt in active directory,Security Incident,Global Finance Inc,Premium SLA,Medium,Chat,VPN,Security Admin,None,None,1,Security Team
TCK-1441,ERP software crashing upon submitting monthly invoice report,Application Crash,ABC Corp,Standard Enterprise,Low,Phone,Application Server,External Partner,None,None,1,Application Team
TCK-1442,Remote access gateway timeout during sign in,VPN Issue,Acme Technologies,Mission Critical,High,Chat,VPN,External Partner,None,None,1,Network Team
TCK-1443,System Alert - AWS EC2 instance instance status check failed,Cloud Outage,XYZ Ltd,Basic Support,High,Chat,Cloud VM,External Partner,None,None,1,Application Team
TCK-1444,Mobile app freezing on checkout payment screen,Application Crash,XYZ Ltd,Basic Support,High,Portal,Desktop,IT Admin,None,None,1,Application Team
TCK-1445,URGENT: Web portal throwing HTTP 500 internal server error,Application Crash,ABC Corp,Standard Enterprise,Critical,Portal,Desktop,Employee,None,None,1,Application Team
TCK-1446,Issue reported: Kubernetes pod crash loop backoff on cloud node,Cloud Outage,Global Finance Inc,Premium SLA,High,Email,Cloud VM,External Partner,Security Team,Network Team -> Security Team,3,Application Team
TCK-1447,URGENT: Auto-scaling group failing to launch new cloud instances,Cloud Outage,Global Finance Inc,Premium SLA,Critical,Portal,Cloud VM,External Partner,None,None,1,Application Team
TCK-1448,System Alert - PostgreSQL database service stopped unexpectedly,Database Outage,Acme Technologies,Mission Critical,High,Portal,Database Server,IT Admin,None,None,1,Database Team
TCK-1449,Help needed: VPN tunnel dropping connection every few minutes,VPN Issue,Global Finance Inc,Premium SLA,High,Email,Network Device,Security Admin,None,None,1,Network Team
TCK-1450,System Alert - Solid state drive reporting SMART disk failure error,Hardware Fault,XYZ Ltd,Basic Support,Medium,Email,Desktop,Employee,None,None,1,Hardware Team
TCK-1451,Help needed: Cloud storage bucket access permission denied,Cloud Outage,Acme Technologies,Mission Critical,Critical,Chat,Cloud VM,Manager,None,None,1,Cloud Team
TCK-1452,User inquiry: Overheating CPU causing laptop system thermal shutdown,Hardware Fault,ABC Corp,Standard Enterprise,High,Email,Laptop,Manager,None,None,1,Hardware Team
TCK-1453,Database cluster replication delay critical alert,Database Outage,ABC Corp,Standard Enterprise,Medium,Chat,Database Server,Employee,None,None,1,Database Team
TCK-1454,User inquiry: Database connection pool exhausted on production server,Database Outage,Acme Technologies,Mission Critical,High,Phone,Database Server,External Partner,None,None,1,Database Team
TCK-1455,Issue reported: Mobile app freezing on checkout payment screen,Application Crash,Global Finance Inc,Premium SLA,Low,Chat,Desktop,External Partner,None,None,1,Application Team
TCK-1456,User inquiry: VPN tunnel dropping connection every few minutes,VPN Issue,XYZ Ltd,Basic Support,Critical,Email,VPN,External Partner,Security Team,Hardware Team -> Database Team -> Network Team,4,Application Team
TCK-1457,Issue reported: Corrupted table index causing database deadlock,Database Outage,ABC Corp,Standard Enterprise,High,Portal,Database Server,IT Admin,None,None,1,Database Team
TCK-1458,System Alert - Mobile app freezing on checkout payment screen,Application Crash,Global Finance Inc,Premium SLA,Low,Phone,Application Server,Security Admin,Database Team,Database Team -> Cloud Team -> Cloud Team,4,Application Team
TCK-1459,System Alert - Web portal throwing HTTP 500 internal server error,Application Crash,Global Finance Inc,Premium SLA,Low,Phone,Desktop,IT Admin,None,None,1,Application Team
TCK-1460,System Alert - PostgreSQL database service stopped unexpectedly,Database Outage,Acme Technologies,Mission Critical,Critical,Portal,Database Server,IT Admin,None,None,1,Database Team
TCK-1461,Issue reported: Corrupted table index causing database deadlock,Database Outage,XYZ Ltd,Basic Support,High,Email,Database Server,Employee,Cloud Team,Network Team -> Security Team,3,Application Team
TCK-1462,Employee account compromised sending phishing emails,Security Incident,ABC Corp,Standard Enterprise,Critical,Chat,Application Server,Security Admin,Application Team,Network Team,2,Security Team
TCK-1463,Issue reported: Database connection pool exhausted on production server,Database Outage,XYZ Ltd,Basic Support,High,Portal,Database Server,Manager,Cloud Team,Hardware Team,2,Application Team
TCK-1464,Desktop app crashing with unhandled null pointer exception,Application Crash,ABC Corp,Standard Enterprise,Medium,Chat,Application Server,IT Admin,None,None,1,Application Team
TCK-1465,Issue reported: Unauthorized privilege escalation attempt in active directory,Security Incident,XYZ Ltd,Basic Support,High,Email,Cloud VM,Security Admin,None,None,1,Security Team
TCK-1466,Issue reported: Mobile app freezing on checkout payment screen,Application Crash,Acme Technologies,Mission Critical,Low,Email,Desktop,Security Admin,None,None,1,Application Team
TCK-1467,URGENT: Database connection pool exhausted on production server,Database Outage,XYZ Ltd,Basic Support,High,Portal,Database Server,External Partner,Cloud Team,Network Team -> Cloud Team -> Cloud Team,4,Application Team
TCK-1468,System Alert - Cannot connect to corporate VPN from home network,VPN Issue,XYZ Ltd,Basic Support,Critical,Chat,VPN,External Partner,None,None,1,Application Team
TCK-1469,System Alert - Slow throughput over Cisco AnyConnect VPN connection,VPN Issue,XYZ Ltd,Basic Support,High,Portal,Network Device,Security Admin,None,None,1,Network Team
TCK-1470,Issue reported: Overheating CPU causing laptop system thermal shutdown,Hardware Fault,ABC Corp,Standard Enterprise,High,Email,Desktop,IT Admin,Network Team,Cloud Team -> Cloud Team -> Network Team,4,Hardware Team
TCK-1471,System Alert - ERP software crashing upon submitting monthly invoice report,Application Crash,XYZ Ltd,Basic Support,High,Portal,Laptop,IT Admin,Cloud Team,Database Team -> Database Team -> Cloud Team,4,Application Team
TCK-1472,Help needed: Potential data exfiltration alert triggered on firewall,Security Incident,Acme Technologies,Mission Critical,High,Chat,Network Device,Security Admin,None,None,1,Security Team
TCK-1473,Issue reported: CRM module memory leak causing severe slow response,Application Crash,Acme Technologies,Mission Critical,Critical,Phone,Desktop,External Partner,None,None,1,Application Team
TCK-1474,Mobile app freezing on checkout payment screen,Application Crash,Global Finance Inc,Premium SLA,Low,Email,Desktop,Manager,None,None,1,Application Team
TCK-1475,URGENT: Azure Cloud VM unreachable via SSH connection,Cloud Outage,XYZ Ltd,Basic Support,Critical,Portal,Cloud VM,External Partner,Network Team,Network Team -> Security Team -> Hardware Team,4,Application Team
TCK-1476,URGENT: CRM module memory leak causing severe slow response,Application Crash,ABC Corp,Standard Enterprise,High,Portal,Application Server,IT Admin,None,None,1,Application Team
TCK-1477,System Alert - Cloud storage bucket access permission denied,Cloud Outage,Acme Technologies,Mission Critical,High,Chat,Cloud VM,External Partner,None,None,1,Cloud Team
TCK-1478,Help needed: PostgreSQL database service stopped unexpectedly,Database Outage,XYZ Ltd,Basic Support,High,Portal,Database Server,Employee,None,None,1,Application Team
TCK-1479,Issue reported: AWS EC2 instance instance status check failed,Cloud Outage,ABC Corp,Standard Enterprise,Critical,Chat,Cloud VM,IT Admin,None,None,1,Cloud Team
TCK-1480,URGENT: PostgreSQL database service stopped unexpectedly,Database Outage,ABC Corp,Standard Enterprise,Critical,Phone,Database Server,Employee,None,None,1,Database Team
TCK-1481,User inquiry: Desktop PC failing to POST hardware boot diagnostic,Hardware Fault,XYZ Ltd,Basic Support,Low,Phone,Desktop,Security Admin,Network Team,Cloud Team -> Network Team -> Cloud Team,4,Hardware Team
TCK-1482,URGENT: Solid state drive reporting SMART disk failure error,Hardware Fault,Acme Technologies,Mission Critical,Critical,Chat,Desktop,External Partner,None,None,1,Hardware Team
TCK-1483,System Alert - Database cluster replication delay critical alert,Database Outage,Global Finance Inc,Premium SLA,Critical,Portal,Database Server,External Partner,None,None,1,Application Team
TCK-1484,Ransomware threat notification detected on workstation,Security Incident,XYZ Ltd,Basic Support,Critical,Portal,Database Server,IT Admin,None,None,1,Security Team
TCK-1485,Help needed: Desktop PC failing to POST hardware boot diagnostic,Hardware Fault,ABC Corp,Standard Enterprise,Low,Email,Desktop,Security Admin,None,None,1,Hardware Team
TCK-1486,User inquiry: Desktop PC failing to POST hardware boot diagnostic,Hardware Fault,Acme Technologies,Mission Critical,Critical,Email,Laptop,Manager,Database Team,Security Team,2,Hardware Team
TCK-1487,Issue reported: SQL query execution timing out for reporting service,Database Outage,Acme Technologies,Mission Critical,Medium,Portal,Database Server,Manager,None,None,1,Database Team
TCK-1488,User inquiry: Cloud storage bucket access permission denied,Cloud Outage,ABC Corp,Standard Enterprise,Critical,Phone,Cloud VM,External Partner,None,None,1,Cloud Team
TCK-1489,Help needed: Potential data exfiltration alert triggered on firewall,Security Incident,Global Finance Inc,Premium SLA,Critical,Chat,Network Device,Manager,Database Team,Network Team -> Cloud Team -> Application Team,4,Security Team
TCK-1490,URGENT: Potential data exfiltration alert triggered on firewall,Security Incident,Acme Technologies,Mission Critical,High,Chat,Network Device,Security Admin,None,None,1,Security Team
TCK-1491,System Alert - Auto-scaling group failing to launch new cloud instances,Cloud Outage,Acme Technologies,Mission Critical,High,Chat,Cloud VM,Employee,None,None,1,Cloud Team
TCK-1492,User inquiry: Solid state drive reporting SMART disk failure error,Hardware Fault,Acme Technologies,Mission Critical,Medium,Phone,Desktop,Manager,None,None,1,Hardware Team
TCK-1493,Help needed: Mobile app freezing on checkout payment screen,Application Crash,XYZ Ltd,Basic Support,Medium,Chat,Laptop,Security Admin,None,None,1,Application Team
TCK-1494,System Alert - Solid state drive reporting SMART disk failure error,Hardware Fault,Acme Technologies,Mission Critical,Medium,Email,Laptop,Security Admin,None,None,1,Hardware Team
TCK-1495,Issue reported: Kubernetes pod crash loop backoff on cloud node,Cloud Outage,Global Finance Inc,Premium SLA,High,Email,Cloud VM,Security Admin,None,None,1,Cloud Team
TCK-1496,System Alert - VPN tunnel dropping connection every few minutes,VPN Issue,Global Finance Inc,Premium SLA,Critical,Phone,Network Device,Manager,None,None,1,Network Team
TCK-1497,System Alert - ERP software crashing upon submitting monthly invoice report,Application Crash,ABC Corp,Standard Enterprise,Medium,Phone,Application Server,Manager,None,None,1,Application Team
TCK-1498,System Alert - AWS EC2 instance instance status check failed,Cloud Outage,Acme Technologies,Mission Critical,Critical,Phone,Cloud VM,IT Admin,None,None,1,Cloud Team
